month,mine_id,mine_name,province,district,miner_type,license_status,mine_latitude,mine_longitude,nearest_fidelity_office,distance_to_fidelity_km,nearest_border_post,distance_to_border_km,ore_processed_tonnes,ore_grade_gpt,recovery_rate_pct,estimated_gold_yield_kg,official_delivery_kg,delivery_gap_kg,payment_delay_days,gold_price_usd,fx_market_rate,inflation_rate,rainfall_mm,national_gap_ratio,mirror_trade_gap_ratio,policy_shock_flag,formal_delivery_attractiveness_score,macro_instability_index,risk_flag
2020-01,MINE_013,Beitbridge ASM Cluster 013,Matabeleland South,Beitbridge,ASM,Licensed,-21.163314817357556,29.433276776912958,Gwanda,53.1,Beitbridge,133.1,5.31,4.83,72.2,0.018,0.014,0.005,28,1399.13,88.66,618.36,180.5,0.172,0.098,0,71.4,62.72,0
2020-01,MINE_014,Shurugwi Gold Mine 014,Midlands,Shurugwi,LSM,Licensed,-19.34529807322669,29.9127094055037,Kwekwe,47.5,Plumtree,265.2,14.84,5.19,77.6,0.06,0.034,0.025,35,1399.13,88.66,618.36,176.7,0.172,0.098,0,65.5,62.72,0
2020-01,MINE_015,Shurugwi Gold Mine 015,Midlands,Shurugwi,LSM,Licensed,-19.18019160697564,29.712491875062017,Kwekwe,29.8,Plumtree,255.8,24.38,2.73,71.5,0.048,0.033,0.015,20,1399.13,88.66,618.36,149.6,0.172,0.098,0,84.0,62.72,0
2020-01,MINE_016,Penhalonga ASM Cluster 016,Manicaland,Penhalonga,ASM,Cooperative,-18.880511983668818,32.855683455352676,Mutare,22.9,Mutare,22.9,5.97,2.0,77.8,0.009,0.007,0.002,28,1399.13,88.66,618.36,157.6,0.172,0.098,0,57.4,62.72,0
2020-01,MINE_017,Chegutu ASM Cluster 017,Mashonaland West,Chegutu,ASM,Cooperative,-17.504049167421382,29.48268672131323,Kadoma,103.7,Chirundu,178.1,5.1,1.75,79.7,0.007,0.006,0.002,32,1399.13,88.66,618.36,172.0,0.172,0.098,0,37.3,62.72,1
2020-01,MINE_018,Bubi ASM Cluster 018,Matabeleland North,Bubi,ASM,Informal,-19.253236526369044,27.133746905008692,Gwanda,280.1,Plumtree,155.5,5.0,4.34,83.4,0.018,0.006,0.012,44,1399.13,88.66,618.36,167.3,0.172,0.098,0,0.0,62.72,1
2020-01,MINE_019,Gwanda ASM Cluster 019,Matabeleland South,Gwanda,ASM,Pending,-20.937340921498574,28.812098962836068,Gwanda,22.0,Plumtree,122.3,6.3,4.22,71.8,0.019,0.01,0.009,19,1399.13,88.66,618.36,144.8,0.172,0.098,0,66.6,62.72,0
2020-01,MINE_020,Shamva ASM Cluster 020,Mashonaland Central,Shamva,ASM,Informal,-17.598455814669528,31.259058370760737,Harare,34.6,Mutare,218.4,4.47,1.54,69.1,0.005,0.004,0.001,3,1399.13,88.66,618.36,174.7,0.172,0.098,0,80.1,62.72,0
2020-01,MINE_021,Hwange Gold Mine 021,Matabeleland North,Hwange,LSM,Licensed,-19.278460026001376,27.551410484356992,Gwanda,245.4,Plumtree,136.4,28.83,5.48,72.5,0.115,0.067,0.048,43,1399.13,88.66,618.36,154.9,0.172,0.098,0,17.9,62.72,1
2020-01,MINE_022,Shurugwi Gold Mine 022,Midlands,Shurugwi,LSM,Licensed,-19.03469448471647,29.709668891323215,Kwekwe,16.1,Plumtree,265.0,34.64,3.39,83.9,0.099,0.085,0.014,1,1399.13,88.66,618.36,159.3,0.172,0.098,0,105.8,62.72,0
2020-01,MINE_023,Bindura ASM Cluster 023,Mashonaland Central,Bindura,ASM,Informal,-17.643556597110226,30.984046737481588,Harare,22.0,Mutare,238.1,10.1,1.76,71.6,0.013,0.007,0.006,43,1399.13,88.66,618.36,170.0,0.172,0.098,0,42.6,62.72,1
2020-01,MINE_024,Beitbridge ASM Cluster 024,Matabeleland South,Beitbridge,ASM,Pending,-21.138191631287935,29.717136667865674,Gwanda,81.5,Beitbridge,124.1,9.32,3.09,73.8,0.021,0.008,0.013,26,1399.13,88.66,618.36,180.3,0.172,0.098,0,47.7,62.72,0
2020-01,MINE_025,Chipinge ASM Cluster 025,Manicaland,Chipinge,ASM,Cooperative,-18.596914513129462,31.771087953391177,Mutare,108.0,Mutare,108.0,13.49,2.47,60.6,0.02,0.013,0.008,21,1399.13,88.66,618.36,204.0,0.172,0.098,0,47.4,62.72,0
2020-01,MINE_026,Kadoma Gold Mine 026,Mashonaland West,Kadoma,LSM,Licensed,-17.40277480918156,29.684475315875105,Kadoma,106.2,Chirundu,178.3,16.78,6.4,84.6,0.091,0.057,0.034,31,1399.13,88.66,618.36,159.8,0.172,0.098,0,57.8,62.72,0
2020-01,MINE_027,Beitbridge Gold Mine 027,Matabeleland South,Beitbridge,LSM,Licensed,-21.203076600091787,29.58350288665226,Gwanda,70.0,Beitbridge,122.0,39.46,5.24,59.9,0.124,0.059,0.064,41,1399.13,88.66,618.36,183.8,0.172,0.098,0,55.0,62.72,1
2020-01,MINE_028,Chipinge ASM Cluster 028,Manicaland,Chipinge,ASM,Informal,-18.390700143251212,32.579384035734854,Mutare,65.1,Mutare,65.1,5.0,4.76,81.0,0.019,0.017,0.002,2,1399.13,88.66,618.36,165.6,0.172,0.098,0,75.0,62.72,0
2020-01,MINE_029,Karoi ASM Cluster 029,Mashonaland West,Karoi,ASM,Licensed,-17.75176525696679,29.707236287244637,Kadoma,68.4,Chirundu,213.5,8.14,4.96,59.5,0.024,0.018,0.006,27,1399.13,88.66,618.36,225.8,0.172,0.098,0,69.3,62.72,0
2020-01,MINE_030,Shurugwi ASM Cluster 030,Midlands,Shurugwi,ASM,Pending,-18.90062097057893,30.09266353813671,Kwekwe,31.5,Mutare,286.2,8.52,2.95,63.2,0.016,0.011,0.005,3,1399.13,88.66,618.36,168.3,0.172,0.098,0,80.7,62.72,0
2020-01,MINE_031,Gwanda ASM Cluster 031,Matabeleland South,Gwanda,ASM,Pending,-21.143752271353588,29.344302307000852,Gwanda,43.5,Beitbridge,139.9,4.52,4.19,83.3,0.016,0.011,0.005,38,1399.13,88.66,618.36,210.9,0.172,0.098,0,43.3,62.72,1
2020-01,MINE_032,Beitbridge Gold Mine 032,Matabeleland South,Beitbridge,LSM,Licensed,-21.331900492201807,29.041138012775797,Gwanda,43.6,Beitbridge,145.1,14.39,6.32,73.2,0.066,0.052,0.014,11,1399.13,88.66,618.36,181.2,0.172,0.098,0,90.3,62.72,0
2020-01,MINE_033,Kwekwe ASM Cluster 033,Midlands,Kwekwe,ASM,Cooperative,-18.75624225328174,30.20687200857125,Kwekwe,48.1,Mutare,274.4,2.5,1.9,75.1,0.004,0.002,0.002,23,1399.13,88.66,618.36,176.4,0.172,0.098,0,57.4,62.72,0
2020-01,MINE_034,Hwange ASM Cluster 034,Matabeleland North,Hwange,ASM,Pending,-19.5216030364741,27.801059869367606,Gwanda,206.9,Plumtree,106.4,8.14,3.43,71.8,0.02,0.011,0.009,39,1399.13,88.66,618.36,211.9,0.172,0.098,0,9.6,62.72,1
2020-01,MINE_035,Chegutu ASM Cluster 035,Mashonaland West,Chegutu,ASM,Cooperative,-17.39150919248571,29.606464073618465,Kadoma,109.8,Chirundu,172.9,6.23,3.96,61.4,0.015,0.013,0.002,7,1399.13,88.66,618.36,181.7,0.172,0.098,0,61.0,62.72,0
2020-01,MINE_036,Gwanda ASM Cluster 036,Matabeleland South,Gwanda,ASM,Licensed,-20.891581318347477,29.86141096993979,Gwanda,94.7,Beitbridge,148.3,7.66,2.87,68.1,0.015,0.01,0.005,40,1399.13,88.66,618.36,214.2,0.172,0.098,0,51.1,62.72,1
2020-01,MINE_037,Hwange Gold Mine 037,Matabeleland North,Hwange,LSM,Licensed,-19.510747811732987,27.969393096744202,Gwanda,196.2,Plumtree,109.0,52.0,4.09,73.7,0.157,0.035,0.122,38,1399.13,88.66,618.36,136.0,0.172,0.098,0,32.8,62.72,1
2020-01,MINE_038,Gwanda ASM Cluster 038,Matabeleland South,Gwanda,ASM,Informal,-21.785923531226924,29.646570751312566,Gwanda,117.5,Beitbridge,62.1,2.5,3.11,84.4,0.007,0.004,0.002,22,1399.13,88.66,618.36,181.9,0.172,0.098,0,44.5,62.72,0
2020-01,MINE_039,Gwanda ASM Cluster 039,Matabeleland South,Gwanda,ASM,Pending,-20.97388587952855,29.31029779486024,Gwanda,33.5,Beitbridge,158.1,2.5,1.77,58.9,0.003,0.002,0.0,6,1399.13,88.66,618.36,178.6,0.172,0.098,0,77.3,62.72,0
2020-01,MINE_040,Kwekwe Gold Mine 040,Midlands,Kwekwe,LSM,Licensed,-18.972471767039348,29.203729325619733,Kwekwe,67.5,Plumtree,227.9,29.47,3.23,65.4,0.062,0.04,0.022,40,1399.13,88.66,618.36,196.7,0.172,0.098,0,56.5,62.72,1
2020-01,MINE_041,Mazowe ASM Cluster 041,Mashonaland Central,Mazowe,ASM,Licensed,-17.265901566351253,31.307133771453522,Harare,68.8,Mutare,242.2,5.51,2.17,56.2,0.007,0.006,0.001,8,1399.13,88.66,618.36,156.5,0.172,0.098,0,88.2,62.72,0
2020-01,MINE_042,Zvishavane Gold Mine 042,Midlands,Zvishavane,LSM,Licensed,-18.556631786577544,29.644518934517908,Kadoma,39.6,Chirundu,294.0,23.25,3.33,65.9,0.051,0.036,0.015,23,1399.13,88.66,618.36,192.6,0.172,0.098,0,79.1,62.72,0
2020-01,MINE_043,Gwanda ASM Cluster 043,Matabeleland South,Gwanda,ASM,Pending,-21.242548080867955,29.249472886924636,Gwanda,42.8,Beitbridge,136.8,6.36,4.56,82.6,0.024,0.02,0.004,3,1399.13,88.66,618.36,154.1,0.172,0.098,0,78.4,62.72,0
2020-01,MINE_044,Gwanda ASM Cluster 044,Matabeleland South,Gwanda,ASM,Pending,-20.725379364689378,29.498625332897905,Gwanda,59.2,Beitbridge,175.0,6.13,2.15,61.3,0.008,0.005,0.003,17,1399.13,88.66,618.36,185.3,0.172,0.098,0,61.2,62.72,0
2020-01,MINE_045,Karoi Gold Mine 045,Mashonaland West,Karoi,LSM,Licensed,-17.658928061130112,29.953980229934007,Kadoma,74.6,Chirundu,218.4,11.5,4.35,77.4,0.039,0.035,0.004,2,1399.13,88.66,618.36,198.9,0.172,0.098,0,93.1,62.72,0
2020-01,MINE_046,Bubi Gold Mine 046,Matabeleland North,Bubi,LSM,Licensed,-19.47087673519559,27.79059349715987,Gwanda,211.9,Plumtree,112.0,32.73,4.55,71.0,0.106,0.068,0.038,5,1399.13,88.66,618.36,214.2,0.172,0.098,0,62.6,62.72,0
2020-01,MINE_047,Chipinge ASM Cluster 047,Manicaland,Chipinge,ASM,Pending,-18.910615928163207,32.20170135602066,Mutare,52.4,Mutare,52.4,2.5,2.44,66.3,0.004,0.003,0.001,1,1399.13,88.66,618.36,187.8,0.172,0.098,0,78.5,62.72,0
2020-01,MINE_048,Beitbridge ASM Cluster 048,Matabeleland South,Beitbridge,ASM,Informal,-21.11763244593965,28.96094551556036,Gwanda,20.5,Plumtree,146.1,3.27,1.92,81.7,0.005,0.003,0.002,27,1399.13,88.66,618.36,185.1,0.172,0.098,0,58.9,62.72,0
2020-01,MINE_049,Gweru ASM Cluster 049,Midlands,Gweru,ASM,Informal,-18.91116391688063,29.878316581653966,Kwekwe,7.9,Plumtree,288.2,8.99,1.8,71.1,0.012,0.007,0.005,26,1399.13,88.66,618.36,153.0,0.172,0.098,0,62.4,62.72,0
2020-01,MINE_050,Gwanda ASM Cluster 050,Matabeleland South,Gwanda,ASM,Licensed,-20.998465963007263,29.329623859987453,Gwanda,36.1,Beitbridge,154.7,2.69,2.49,65.9,0.004,0.003,0.001,29,1399.13,88.66,618.36,217.0,0.172,0.098,0,73.8,62.72,0
2020-01,MINE_051,Kadoma Gold Mine 051,Mashonaland West,Kadoma,LSM,Licensed,-17.924611222615123,29.673806403170392,Kadoma,52.6,Chirundu,229.3,12.19,2.91,59.6,0.021,0.019,0.002,11,1399.13,88.66,618.36,175.2,0.172,0.098,0,88.5,62.72,0
2020-01,MINE_052,Mazowe ASM Cluster 052,Mashonaland Central,Mazowe,ASM,Cooperative,-17.30281435495803,30.959316819233514,Harare,59.4,Mutare,265.1,3.36,2.11,81.9,0.006,0.004,0.002,4,1399.13,88.66,618.36,194.1,0.172,0.098,0,74.1,62.72,0
2020-01,MINE_053,Hwange ASM Cluster 053,Matabeleland North,Hwange,ASM,Informal,-19.5483857134998,27.621215257044362,Gwanda,218.2,Plumtree,105.5,10.33,1.89,66.9,0.013,0.004,0.009,43,1399.13,88.66,618.36,158.4,0.172,0.098,0,3.4,62.72,1
2020-01,MINE_054,Hwange ASM Cluster 054,Matabeleland North,Hwange,ASM,Pending,-18.934144229636843,27.552373343849553,Kwekwe,250.6,Plumtree,174.0,3.38,2.1,75.1,0.005,0.002,0.003,41,1399.13,88.66,618.36,178.7,0.172,0.098,0,0.0,62.72,1
2020-01,MINE_055,Mutare ASM Cluster 055,Manicaland,Mutare,ASM,Pending,-18.62273488278317,32.277666225270146,Mutare,58.2,Mutare,58.2,2.5,4.19,60.6,0.006,0.004,0.002,15,1399.13,88.66,618.36,198.9,0.172,0.098,0,63.4,62.72,0
2020-01,MINE_056,Bindura ASM Cluster 056,Mashonaland Central,Bindura,ASM,Licensed,-17.77563136458971,31.192045837365235,Harare,16.9,Mutare,210.9,2.5,1.9,73.3,0.003,0.003,0.001,13,1399.13,88.66,618.36,193.6,0.172,0.098,0,93.6,62.72,0
2020-01,MINE_057,Bubi ASM Cluster 057,Matabeleland North,Bubi,ASM,Cooperative,-19.48193093701769,28.238972633745586,Gwanda,183.1,Plumtree,120.6,4.37,3.36,56.6,0.008,0.006,0.002,15,1399.13,88.66,618.36,181.2,0.172,0.098,0,38.4,62.72,0
2020-01,MINE_058,Shurugwi ASM Cluster 058,Midlands,Shurugwi,ASM,Pending,-19.057708289434338,29.890464202700084,Kwekwe,16.8,Plumtree,279.7,14.93,2.39,75.4,0.027,0.015,0.012,34,1399.13,88.66,618.36,149.7,0.172,0.098,0,52.6,62.72,1
2020-01,MINE_059,Chegutu ASM Cluster 059,Mashonaland West,Chegutu,ASM,Pending,-17.510413530911574,29.44939658871414,Kadoma,104.9,Chirundu,177.3,5.0,2.72,82.9,0.011,0.002,0.009,37,1399.13,88.66,618.36,165.6,0.172,0.098,0,32.0,62.72,1
2020-01,MINE_060,Kadoma ASM Cluster 060,Mashonaland West,Kadoma,ASM,Licensed,-17.157153155645492,30.025579909806034,Kadoma,130.7,Chirundu,180.8,10.87,4.78,60.4,0.031,0.022,0.009,3,1399.13,88.66,618.36,160.1,0.172,0.098,0,80.9,62.72,0
2020-01,MINE_061,Kwekwe Gold Mine 061,Midlands,Kwekwe,LSM,Licensed,-18.762690415887086,29.527183763561577,Kwekwe,36.5,Plumtree,269.6,43.99,3.06,78.9,0.106,0.097,0.009,9,1399.13,88.66,618.36,164.9,0.172,0.098,0,93.7,62.72,0
2020-01,MINE_062,Kadoma ASM Cluster 062,Mashonaland West,Kadoma,ASM,Pending,-17.07916170671917,29.379444681162315,Kadoma,151.3,Chirundu,130.4,5.5,3.83,70.7,0.015,0.005,0.009,16,1399.13,88.66,618.36,186.4,0.172,0.098,0,43.7,62.72,0
2020-01,MINE_063,Chegutu Gold Mine 063,Mashonaland West,Chegutu,LSM,Licensed,-17.32394287185992,30.457136687742995,Harare,86.5,Chirundu,229.0,44.73,4.26,66.3,0.126,0.1,0.026,21,1399.13,88.66,618.36,169.5,0.172,0.098,0,71.7,62.72,0
2020-01,MINE_064,Chegutu ASM Cluster 064,Mashonaland West,Chegutu,ASM,Pending,-17.797160897539207,29.63011068111917,Kadoma,67.3,Chirundu,214.4,9.11,2.31,82.0,0.017,0.011,0.006,17,1399.13,88.66,618.36,169.8,0.172,0.098,0,59.5,62.72,0
2020-01,MINE_065,Bindura ASM Cluster 065,Mashonaland Central,Bindura,ASM,Pending,-17.170104590473706,31.04895730376514,Harare,73.2,Mutare,268.9,5.08,1.91,83.2,0.008,0.005,0.003,28,1399.13,88.66,618.36,221.9,0.172,0.098,0,47.4,62.72,0
2020-01,MINE_066,Kadoma ASM Cluster 066,Mashonaland West,Kadoma,ASM,Licensed,-17.96519902931984,29.82056889244181,Kadoma,42.0,Chirundu,240.3,5.34,3.67,71.0,0.014,0.008,0.006,40,1399.13,88.66,618.36,199.3,0.172,0.098,0,61.6,62.72,0
2020-01,MINE_067,Gwanda Gold Mine 067,Matabeleland South,Gwanda,LSM,Licensed,-21.318691114117833,29.542077729190552,Gwanda,72.5,Beitbridge,112.2,19.5,3.49,77.3,0.053,0.041,0.012,2,1399.13,88.66,618.36,169.6,0.172,0.098,0,93.5,62.72,0
2020-01,MINE_068,Kwekwe ASM Cluster 068,Midlands,Kwekwe,ASM,Informal,-19.275827270270142,30.264980321505263,Kwekwe,63.4,Mutare,269.1,11.47,2.7,79.6,0.025,0.015,0.01,5,1399.13,88.66,618.36,158.8,0.172,0.098,0,72.3,62.72,0
2020-01,MINE_069,Kwekwe Gold Mine 069,Midlands,Kwekwe,LSM,Licensed,-19.23497598770087,29.7033815451383,Kwekwe,35.9,Plumtree,251.5,21.44,5.69,59.5,0.073,0.057,0.015,11,1399.13,88.66,618.36,188.3,0.172,0.098,0,91.8,62.72,0
2020-01,MINE_070,Kwekwe ASM Cluster 070,Midlands,Kwekwe,ASM,Informal,-18.755944834789098,29.430740705069812,Kwekwe,46.3,Plumtree,262.7,13.94,3.93,71.3,0.039,0.03,0.009,12,1399.13,88.66,618.36,155.5,0.172,0.098,0,68.7,62.72,0
2020-01,MINE_071,Mutare Gold Mine 071,Manicaland,Mutare,LSM,Licensed,-18.631762019618762,32.69214282628472,Mutare,37.6,Mutare,37.6,10.08,4.35,83.4,0.037,0.028,0.008,7,1399.13,88.66,618.36,213.9,0.172,0.098,0,95.5,62.72,0
2020-01,MINE_072,Gwanda ASM Cluster 072,Matabeleland South,Gwanda,ASM,Licensed,-21.482244970368367,29.45539015755969,Gwanda,77.9,Beitbridge,101.8,15.33,1.56,81.2,0.019,0.01,0.009,42,1399.13,88.66,618.36,217.4,0.172,0.098,0,52.4,62.72,1
2020-01,MINE_073,Gwanda ASM Cluster 073,Matabeleland South,Gwanda,ASM,Cooperative,-20.92203516172547,29.63454686153319,Gwanda,69.4,Beitbridge,149.7,5.74,3.98,59.6,0.014,0.007,0.006,26,1399.13,88.66,618.36,183.2,0.172,0.098,0,50.1,62.72,0
2020-01,MINE_074,Mazowe ASM Cluster 074,Mashonaland Central,Mazowe,ASM,Cooperative,-17.571085213263423,30.803863016074715,Harare,39.7,Mutare,258.9,10.01,4.77,82.8,0.04,0.033,0.007,20,1399.13,88.66,618.36,185.6,0.172,0.098,0,62.1,62.72,0
2020-01,MINE_075,Chegutu ASM Cluster 075,Mashonaland West,Chegutu,ASM,Cooperative,-17.34341753031493,29.889095401969957,Kadoma,109.6,Chirundu,185.9,9.28,3.57,67.0,0.022,0.017,0.005,3,1399.13,88.66,618.36,167.2,0.172,0.098,0,65.1,62.72,0
2020-01,MINE_076,Penhalonga Gold Mine 076,Manicaland,Penhalonga,LSM,Licensed,-18.624852144896238,32.40393446284909,Mutare,48.4,Mutare,48.4,14.79,4.65,82.6,0.057,0.045,0.012,16,1399.13,88.66,618.36,207.4,0.172,0.098,0,84.3,62.72,0
2020-01,MINE_077,Kwekwe ASM Cluster 077,Midlands,Kwekwe,ASM,Licensed,-19.204007416473548,29.8696761091483,Kwekwe,31.1,Plumtree,268.9,7.63,2.29,68.6,0.012,0.011,0.001,7,1399.13,88.66,618.36,138.6,0.172,0.098,0,96.8,62.72,0
2020-01,MINE_078,Shurugwi ASM Cluster 078,Midlands,Shurugwi,ASM,Informal,-18.912078258010396,29.58569457459209,Kwekwe,25.0,Plumtree,262.9,2.5,4.7,65.9,0.008,0.005,0.003,26,1399.13,88.66,618.36,221.7,0.172,0.098,0,59.0,62.72,0
2020-01,MINE_079,Mazowe Gold Mine 079,Mashonaland Central,Mazowe,LSM,Licensed,-16.64026764665657,31.342149876273535,Harare,136.0,Chirundu,284.8,21.45,2.84,84.9,0.052,0.032,0.02,23,1399.13,88.66,618.36,178.6,0.172,0.098,0,59.8,62.72,0
2020-01,MINE_080,Bindura ASM Cluster 080,Mashonaland Central,Bindura,ASM,Cooperative,-17.557391049160795,31.396966082590147,Harare,49.0,Mutare,211.1,9.09,2.23,81.9,0.017,0.014,0.003,10,1399.13,88.66,618.36,152.3,0.172,0.098,0,70.2,62.72,0
2020-01,MINE_081,Gwanda ASM Cluster 081,Matabeleland South,Gwanda,ASM,Cooperative,-21.292404501068198,29.636125381122735,Gwanda,79.8,Beitbridge,110.6,4.44,3.48,57.0,0.009,0.005,0.004,35,1399.13,88.66,618.36,179.4,0.172,0.098,0,39.0,62.72,1
2020-01,MINE_082,Bubi Gold Mine 082,Matabeleland North,Bubi,LSM,Licensed,-19.15242132629778,27.25379530449449,Gwanda,278.2,Plumtree,159.8,6.52,4.1,71.8,0.019,0.015,0.005,7,1399.13,88.66,618.36,166.4,0.172,0.098,0,47.4,62.72,0
2020-01,MINE_083,Chegutu ASM Cluster 083,Mashonaland West,Chegutu,ASM,Licensed,-17.210987161226704,29.92383427808095,Kadoma,124.2,Chirundu,177.2,2.5,3.75,67.3,0.006,0.006,0.001,2,1399.13,88.66,618.36,207.3,0.172,0.098,0,83.2,62.72,0
2020-01,MINE_084,Bubi ASM Cluster 084,Matabeleland North,Bubi,ASM,Informal,-19.253381952001654,28.069037894796185,Kwekwe,196.6,Plumtree,139.2,14.41,1.59,61.7,0.014,0.006,0.008,11,1399.13,88.66,618.36,160.6,0.172,0.098,0,39.7,62.72,0
2020-01,MINE_085,Hwange ASM Cluster 085,Matabeleland North,Hwange,ASM,Cooperative,-19.57361643480086,27.273879150692753,Gwanda,245.2,Plumtree,116.9,3.47,3.78,62.1,0.008,0.005,0.003,5,1399.13,88.66,618.36,211.8,0.172,0.098,0,36.0,62.72,0
2020-01,MINE_086,Beitbridge ASM Cluster 086,Matabeleland South,Beitbridge,ASM,Licensed,-21.266854328887657,29.155256914510367,Gwanda,39.7,Beitbridge,141.4,6.44,4.41,66.9,0.019,0.016,0.003,30,1399.13,88.66,618.36,192.2,0.172,0.098,0,72.1,62.72,0
2020-01,MINE_087,Zvishavane Gold Mine 087,Midlands,Zvishavane,LSM,Licensed,-19.02313051282423,29.902345592444995,Kwekwe,14.6,Plumtree,283.0,33.0,2.55,57.6,0.048,0.046,0.003,10,1399.13,88.66,618.36,191.1,0.172,0.098,0,97.1,62.72,0
2020-01,MINE_088,Kwekwe ASM Cluster 088,Midlands,Kwekwe,ASM,Informal,-18.916992760200994,30.04815497471081,Kwekwe,26.5,Mutare,291.1,5.31,2.97,81.8,0.013,0.009,0.004,36,1399.13,88.66,618.36,172.3,0.172,0.098,0,48.7,62.72,1
2020-01,MINE_089,Hwange ASM Cluster 089,Matabeleland North,Hwange,ASM,Pending,-19.496099432436626,27.936060223147194,Gwanda,199.7,Plumtree,110.1,6.35,3.57,63.0,0.014,0.008,0.006,28,1399.13,88.66,618.36,148.7,0.172,0.098,0,22.1,62.72,1
2020-01,MINE_090,Beitbridge ASM Cluster 090,Matabeleland South,Beitbridge,ASM,Licensed,-21.079397049971387,30.216050749976883,Gwanda,134.8,Beitbridge,128.9,5.0,2.53,83.5,0.011,0.008,0.002,34,1399.13,88.66,618.36,144.8,0.172,0.098,0,49.0,62.72,1
2020-01,MINE_091,Shurugwi ASM Cluster 091,Midlands,Shurugwi,ASM,Cooperative,-18.812299795670498,29.542852733075115,Kwekwe,32.4,Plumtree,267.0,4.43,4.63,79.0,0.016,0.014,0.002,19,1399.13,88.66,618.36,222.4,0.172,0.098,0,64.5,62.72,0
